sku,account_ref,user_ref,quantity,value
IUDFFY,LZDRTTXHQLPRGV,GDABPWEYKGDN,2,196.41
XNPBJG,,,3,176.6
WAASOZ,QIJPFFDWRUODAB,,1,273.68
NNVWPG,,,1,380.83
ZHZFTS,TYWVSZXFCCRJGO,,2,192.71
YCMFGK,BVMXDEGXJVBVRO,,2,330.18
ATTOYI,,,3,408.35
XONKSP,,,1,196.2
QUSRRN,,,1,304.74
UYGAUC,,,3,358.57
WZTVEP,YAZOAXOPAOCMTI,,2,282.16
QTUJDB,,,2,461.13
SNJBNP,TKOPWUJXSGGXEA,,3,107.39
CHJKDP,KJJDZTDDIUGDAN,,1,256.25
ZMMSFJ,ZQHDNJTTIAYECZ,,3,318.09
YKTENE,,,1,465.89
RXSNKL,,,2,531.32
JJYXGN,,,2,92.1
UJVSHN,,,2,322.33
VMWXXR,,,3,30.84
LLSYAV,,,3,387.52
POGGTI,CFJBWDHBUISCJX,,2,555.65
XUXGKU,QMADWMVLEDQSPS,FSJMRLCSUGBB,2,479.37
MVVXRH,ZPJOVBWYQWTBQF,,2,356.12
CCQCZW,OKBDMOSKBSGJXS,ZHULUMDMPSDX,1,50.92
IQEWTP,GWCJZOCSFZVCOV,YRYZMDSVZBST,2,259.75
WQAIJT,,,2,431.45
QNWXKX,CABFYGGLXWIBDE,,3,507.78
PIBXXZ,ULEDFHZVVKQECR,,1,333.83
XWWCTK,,,3,32.8
VFDHCP,,,2,33.96
DBJVBC,IAQMPNKGVMGKZD,,2,354.9
OILYYM,XTHGZDRDGFFJOV,,2,276.93
VYBNGJ,TIQMBQJKEODESP,EAGKUCLILUBV,3,386.59
NNJMKX,,,2,440.72
UIKJBO,,,1,336.57
TVXFMC,,,1,387.14
ZUHNMV,,,1,488.53
EWRNSL,FESHWTLWNOYOHE,KZFDECTPMKDR,2,423.88
EHLLNO,JVNHZDYBSEHRND,DOWUXRXJRIYQ,2,286.53
OGPKEI,ICICBIISKFTPPL,JRBQYOARNGOJ,2,515.85
ZIHSER,GWUQILVCDNPSOC,ALOQHEGOJSON,2,122.72
NNKGKX,TRCFVEFTRVEVBH,,2,118.19
LLUMOZ,,,1,244.26
ZIFHZH,,,2,354.07
WEUVBL,VDGIMJDTEYXQQO,,1,270.44
PTDELG,OJYXAUXDRBVCSY,,2,368.61
JTAACP,VAPCCDKZTNXNAT,QGBQYFTMXNSW,3,241.2
CUYRTN,,,3,140.97
IEMYAE,,,2,309.66
YGXBAW,,,2,14.82
KUGAZV,,,1,603.37
NFLWGU,ZTTZIDSLAMDSTV,,2,162.53
LDURQI,,,3,218.42
GNQAPN,,,1,295.8
LHDUVD,,,1,23.95
GRWJOB,,,3,92.6
XLSRYD,,,3,619.98
MXXKOF,UQGTTHRPKBDHUM,DXTZRMKLHUBP,3,79.65
PXCZSN,EUUFBXLUNUJAMS,,2,144.86
UOUVHJ,GULAXLOZUBRFLW,ZKDBFPVJHGWK,3,470.42
KWHARO,,,3,315.76
WZTVEP,HLITXZUSDZSVHQ,MKGIVZEDDURJ,2,289.59
TQZVEN,RDOWQPHKWGBBGW,PNTEJNZRIGXE,2,367.83
NSSHEO,BIFFXIMDORCDVP,YAHLGCUYIYMN,3,465.34
YQBNMJ,FYGYQJCASFTTVH,,3,115.38
MFRRUY,KJJDZTDDIUGDAN,VHWRLYRHGOLG,1,461.66
KJRSMY,NUZBLRRMOLNDGR,,3,164.31
EJEETD,,,3,135.06
NNJMKX,PZDBMRCXHNSNKG,,2,422.17
ZUZCVU,XWGJCOAMPBWVEL,,1,229.2
AGYRWN,JSIUFMUEMDEUNW,UYXFOSMUIMTY,2,247.61
OWDHSI,HFTXBEQXXCRKYV,AUIUGJGPPFVS,3,436.6
XTHBEB,EDOIBPJWNEYGIR,,1,169.22
ELPPPV,,,2,412.84
VKHMGM,INPGNJINYXUFUF,HLEOFEVIWKVK,3,476.31
PYMXHW,IOAADSVPVRUPTA,HMYITZCFEUIE,3,557.52
DQPEJS,,,2,233.86
BOGIPP,CRSDEKTBVDJFGH,ECLNQMHITRYO,2,361.26
KLAVSX,BZQUAEXVJJWIPS,YXEMKWIFGMNX,3,243.59
TZNQBO,LGMWDGCFACOBTT,AOWTUIFGZYXG,2,507.83
GETKGR,UIZQAVHZPHDQHM,,1,118.06
MYSSZT,,,1,96.08
WTICER,,,2,594.46
HNNNQB,MPURFMIYQCXJDG,,1,471.15
WBIJJW,,,3,142.89
PHXYJG,ZEOFYZTSVLKQKW,,1,316.72
BBGHEI,,,3,465.09
YTVQUB,,,1,509.88
PBLOMR,,,3,87.61
JXZMTP,,,2,61.51
TGZCGL,AGQJMCJXWWLXZB,ZQRNJDBHVJXY,2,261.34
LQDQZV,LCJGUZEMHDDHTU,JUFCBAFHUBDU,3,112
IJYGDE,,,1,657.78
ZQXKVM,,,2,413.36
HDGLMK,RRTLITGWBNLAML,FPZJIUWJOIXS,3,167.59
VZWUOJ,,,2,443.42
GAWAYN,,,3,63.95
CDJBPC,QOVQVZCVNPYBXR,,3,92.42
RILNWR,,,3,498.41
PDERGE,MFHRPGUDAWRQAK,VRRUXGZXTWZB,2,149.57
CXJBWD,TXASWXRDMHLMAK,,1,623.46
TNIPRO,,,2,277.61
NOVRYG,,,2,531.83
SIKWAD,,,2,53.28
ZEZCUC,,,3,452.18
AITEPQ,KEJVKXNFAFYODP,,3,457.97
WMYWSD,GOWMTMBEPGGKXU,,2,312.97
RNFZUD,SFAULNDTCBMPLQ,,1,404.14
PXOVXS,,,3,339.79
HNWHOC,FKRQIJIBHYMYKU,ZTOAMJVWVTRB,3,76.31
JKYRQS,FSFJUSAYKTHWOQ,,1,448.54
ACVULZ,,,3,443.1
EGRYFB,ETEPLUYJMUFCLR,MEAPCIKKNZWD,1,464.42
BCNASO,DPWWQKXWIVPHHT,JLCMYNOYIDMP,2,342.47
JNHLVA,,,2,459.75
XNINAV,EXBHUIXIKZAEBP,GREKTAWRNENW,1,128.39
ASSUEH,ECGAZWUVCULTIL,EOKIYJDCNCZA,1,215.89
HWZZOJ,HFTXBEQXXCRKYV,NQKHVFUGLYDV,3,519.22
KSZCLJ,LCJGUZEMHDDHTU,,2,136.9
KXKCSO,GWBYMIOUTREPNX,,3,270.98
FCZIQO,,,2,600.89
NLHUTR,,,2,359.14
AQVXEX,ETJCIXNTVDVENS,VKILGXQWETOJ,2,57.16
EZWBEV,,,3,166.58
TXLOVT,,,2,110.33
HARCEQ,EHSOTTFRYONUGY,,2,267.19
DRYQOV,,,1,381.33
VVTSXT,OJHVDTDXCQUOSJ,,2,91.88
JPMPFO,LLFXMPKKEMDZZU,,1,584.36
WLXXLI,,,1,525.46
WAQLBD,,,1,176.54
PQFDPM,PFODWJWQRDOGNG,IVSJOXPWEWTT,3,350.66
MGKQTI,,,2,104.37
MYECSL,,,2,147.26
XSQNEU,,,3,633.61
FCBESB,,,2,21.1
DNVQAZ,,,2,524.3
GKQWEJ,QRPNZPCMXDVXKQ,VMDSAEYRPKHS,3,85.83
CCFNVJ,MHARMSXMKRHDLD,NJXTRTPQUUGU,1,84.38
MZBFFJ,KJCUFCNRPPPWLF,ITXMJRGSOFRM,1,173.71
HMYWKA,YRGNIUDXOVAGOS,YFYRKNZMUQJE,1,464.09
HDBTOM,,,3,193.63
TKVLEN,YRGNIUDXOVAGOS,,2,61.88
ASSHXR,,,1,356
FCSWPL,,,1,149.4
CNFUTO,HNQYSTEGHBEKDM,,1,134.34
LKHQEC,NQLTIZTHVZFQEX,,2,94.95
MREWVC,EADEXETGYEYNSM,,3,254.99
XKUZYJ,DSTOKLCSYLSNZI,,2,144.67
EZPBYG,,,1,350.22
FRGWBK,NJOZWEISLGCJOV,,3,217.06
NSSHEO,,,1,449.15
CDYTLY,,,2,42.68
ZPNJKC,YYVSRMOOTMFGXC,,3,386.85
SVKFQN,DSTOKLCSYLSNZI,JLWAVSTMSHVP,1,188.52
MKWYLC,OWCSBCZLICAHHB,,3,532.53
CNHXQV,ZDWICJGZRNXAGE,PILHBSEVHARG,1,18.09
XACLQF,GLMCAEAKCPYLMY,SELAMSCSYMCW,3,298.6
HOKHKT,XMFHNQODVRRBEV,LZFFJMTKRJQE,1,355.21
WPFTVA,,,1,594.63
VAWVRW,,,2,337.57
OXUPOL,,,1,194.44
GEIRRL,,,2,293.81
OOJHUP,,,1,36.51
GRWJOB,JSIUFMUEMDEUNW,CKJREGJUPVOZ,1,95.91
EWVNSO,EORSAJVJMZURSC,,3,363.56
PQFDPM,,,1,344.11
ALJCAI,,,2,465.65
CXAZSF,YENPJHATJEYESZ,,1,335.06
XQZUVI,TFMGIHDKYDRTPW,,2,60.16
VNDXPH,,,1,441.64
MHVSTD,WAOINRPYKFAPYX,,3,626.48
HZHZBA,FKOQZTRECGBZKM,,3,409.57
BMMPJV,,,3,382.82
FDRVQS,YBYXANBLLDKFWE,,2,198.38
KOFWLM,,,2,75.92
IZICOK,,,2,427.01
CDUQSU,RPNTBPBHCXNAHW,PHAWDYTBIEBI,1,380.73
NYPYFH,TKOPWUJXSGGXEA,SXVFPGVBYHPD,2,162.05
XARHEV,VYZPQXWGLBFHVC,EKKSBWGHFFXT,1,457.53
QQOKXR,FDQJWYXYIQRZJX,LLNKKCBVWNIQ,1,57.2
ENXPLZ,YBYXANBLLDKFWE,,3,411.51
AVVJIX,GWCJZOCSFZVCOV,LIGXVENGRQXH,2,223.68
HVKSVS,ATJMTHEDQNVYFC,LMHCXMSHYUJB,1,591.26
QGVSQR,YRAXQFDONPSDVI,WUBJEQAVKLJG,3,47.9
XWHPSR,PFDKRUMIBJQYIG,,3,142.04
GKYDKL,,,1,180.57
KYQIDU,WMMMMUPDVQTSLZ,,1,264.97
UTSAVL,DXSPQANUKYFLYH,,3,371.83
BZYYRB,,,1,379.1
PIPRCF,,,2,333.95
EBENWB,IJIAUIDUYXCVOC,UEJZDYAGSFSR,2,467.61
TVJZCP,LGNMYBKSMZFUYR,,1,546.65
DLWWXS,AGJTBYHMNUUOKO,,2,161.58
WSPLHX,PVCAIDPCKTSQBS,,3,148.46
JIYULE,,,3,392.25
UFYMIU,ORJUECRWNLIPOJ,,1,412.9
RYDLAX,SUNKLOSPEWWOZN,,2,170.64
KQYHOZ,,,2,329.36
OCVTFR,,,2,684.36
WYRJPE,SGWEZEUJSPMXMB,AOWTUIFGZYXG,1,25.18
CMAGMK,URYRSTDCDYMLNJ,TLYTFNXSGYKT,3,97.27
JVVGYZ,CSBBYDQVKPKPNO,ULMVSMICTRKJ,2,56.28
DVTIQM,VCRUGATORCZQYM,,1,108.65
LPLRCS,IWOJACTUWTAYDF,,2,170.78
DYPVZR,,,3,451.61
QWUCSE,ORJUECRWNLIPOJ,QVAUSCEEOVTT,1,551.7
KASZIJ,UEWAGCIKXRVQZB,EUXSPHDJZAAN,1,422.54
DMRZPO,YBYXANBLLDKFWE,KDPTPXXPEGWS,1,474.66
JOWBCQ,,,3,466.24
MTBPTG,MGWKMVNHKPDSEL,YMMZAUSXLLSX,1,101.09
QVAZBJ,SNXCBEQRGOKRRY,,1,356.98
LEGJQH,,,1,153.49
DKDTUV,HXOTGJLUWPRWEQ,,2,20.24
WUNAJI,ATJMTHEDQNVYFC,VGYKWQGJYIPA,1,322.34
GKYDKL,,,1,188.96
NDVYEK,AEKHTFWRETLZUD,,2,528.03
AHPHCA,,,2,255.55
RQOPHP,ATJMTHEDQNVYFC,UQAOHSUYFVQS,1,615.49
UQNFEV,OVEMBPUDTRALCJ,STQZSETZVDUW,3,297.05
ZDTHHF,SUNKLOSPEWWOZN,,2,226.74
CQSWGP,FRYBODGMOFBLBY,RDZHORDDEOJS,2,218.45
YSRVET,LVNHCTMXZWCGSF,,1,236.12
XSLOWX,,,1,162.23
RYTSCT,,,2,480.24
IUKRML,ZTTZIDSLAMDSTV,,2,447.49
AVJWJN,XLBGDVLKHJXVJB,HSXYIJRDQBYK,2,338.74
SWDSCB,,,2,325.45
BZZJDB,,,2,293.09
NEGRGR,TFTHAAAOWRNIJO,,1,462.15
WQQDHY,VCYYEZBOLSPETA,VLFEMUJMGRZH,1,618.41
WSWPUB,JVNHZDYBSEHRND,SYYSLXOAVIVI,1,374.21
HXQXLY,,,2,130.35
FRUXEA,,,1,89.91
UZBPJP,,,2,531.03
ESXEME,,,2,375.52
CIVUZW,UALBUAKYOGYIOP,TRGQFPRMPMKH,3,576.59
WNAPCC,,,2,84.85
AUELVQ,NYMPBWJHCZRQOV,EVERGANPVMRE,2,273.74
HKEBSY,TRCFVEFTRVEVBH,,3,368.83
VLQXEK,,,1,317.79
DSDWZG,,,1,557.45
UPIYOJ,,,3,521.05
RFWAFD,YNRXEQKQSJDUVR,,1,62
HPSSGK,,,2,392.16
HOPWFA,MBXTGYMELOGTBL,ERKJYZRBHMEN,2,440.53
RWKNMU,,,1,50.33
QRCWJE,,,3,458.04
DVHOYT,,,2,34.58
KJTDPS,,,2,200.93
HJVQCR,ETJCIXNTVDVENS,,2,639.75
EHYHMS,MFJLMYDGAPIMNS,HVHRDVSRVXGU,3,463.27
EULAZA,MFJLMYDGAPIMNS,WDHUTAXYBRAV,3,42.51
YLALLS,ATJMTHEDQNVYFC,DQTBFHCPNIJX,3,418.25
NSOTIT,QRNAVWLPUZQITP,,1,60.36
ARVOQQ,,,2,509.43
GLSTYV,,,3,419.21
ONOEBW,,,1,238.35
PWNUJY,,,3,603.42
CVQHQZ,HXOTGJLUWPRWEQ,ELCFGVQIVNQD,2,34.77
INNJXA,CCIHGFONLHMLGM,,2,51.64
ZEHBVR,,,1,173.86
TGSHAN,QRNAVWLPUZQITP,,2,47.89
VHGOQQ,CBJFBOUMNPTGGW,,1,72.43
LUHVZK,SXXXNOYRSVAIWY,PQLOYLNIKRIP,1,403.35
MOUFAR,,,1,552.36
PFZNOA,LEXNQRAKAEPYZL,LDXBXBHZPTFT,1,542.08
OALIBV,QLKQCVCBGVZAGC,AOVLLMHVEORH,2,187.71
EDYHMM,ZNAEUHUHOABTGG,HITSTCTFKYUA,3,388.42
NFVHSI,LPAOXUGMQSJBOC,,2,326.28
XFAFMA,RBLDXTOYWDMKFS,,2,616.64
FQXARU,,,2,104.42
QQDDFC,,,3,182.96
XDVVNQ,ADKFPFIQAILGXJ,XYUYYZITWXWE,1,230.56
GSFPVF,IJVZYXOAWRYPPQ,,1,257.6
MGFUZS,FDRDXNVTZMCHSZ,,3,367.75
HUQURU,SNXCBEQRGOKRRY,,3,481.1
PNGYCJ,CIHOQKCSVMVGVG,GVZWZFVCBJFZ,3,420.88
AOFTAQ,,,2,176.44
VTYPUX,LIGDQPGUDSYVMP,JJHWUYJBBFUN,3,462.37
VVFQWE,,,2,29.23
WXJISJ,XNOIRBKZASHBIW,,2,143.02
BJKRHX,TVRVCOJNACBFCZ,,3,541.05
REOAMP,,,2,99.36
XAJFOT,,,1,180.15
MFHIPT,LPAOXUGMQSJBOC,,1,411.65
MDRDWG,JKEFEYWANJKAMX,XKNLOGUKPDSO,1,318.52
MBUQRE,,,2,429.3
NNNSYV,,,3,117.63
YUISGG,,,2,269.05
WITMWH,,,1,380.73
VWYCGJ,,,2,491.13
NJNABV,,,2,382.65
COWBBY,UQGTTHRPKBDHUM,,1,517.44
RILNWR,,,1,507.72
ZKSWUN,,,3,431.02
EZUMDD,,,3,273.78
CMOJOJ,UPYWNBDNFEKMWU,MOFRVXXIUQBQ,3,339.01
RAILTX,,,1,427.33
FUFCVV,ACJCXUMQVEWAEI,,2,398.22
DDGXIH,,,1,254.16
PNZEKE,OJHVDTDXCQUOSJ,BJCEECJDMECW,3,437.17
MSYWXJ,,,3,48.74
TCBXUN,,,3,150.36
KWCULY,,,3,349.73
GQGGFJ,QKFSQRKXPYAMCP,,1,276.67
IPGHNW,,,2,529.95
WJZQDX,,,3,76.55
ZDCXLR,,,3,188.55
MXWLGT,,,3,423.57
KNSNXR,QXLUVSJRNRDWXY,,2,332.5
CPXLHX,KJCUFCNRPPPWLF,,3,107.18
EYNQNS,,,1,274.78
ZDRUVL,YNRXEQKQSJDUVR,,2,369.38
RBHCCO,GULAXLOZUBRFLW,IYVHMWTEIFUH,3,184.27
DHPUCB,QUWRZCFYCUINZO,YWZJPVWVJUEK,3,194.26
PIBXXZ,,,2,427.6
GRXLLD,,,2,188.8
OXBCNE,NRQXJZMMYINMJE,UVBMOLMMVKLN,3,196.4
DBFJKM,,,2,607.99
MVLKJJ,YUVFXVGLRPXIWM,VQPJZUVFEWKK,1,507.07
JEBIVM,,,2,195.34
QFIATR,,,2,394.97
VSXOZY,JKEFEYWANJKAMX,,2,440.97
WDITDI,HLGIDCYNNUZMLQ,JNZANCKFMITU,2,37.23
OVGFYF,,,2,24.32
HZQAMT,XTHGZDRDGFFJOV,,1,180.19
LCYNXU,ZIITWSNWPJSAZK,SQCASGMLVYND,3,33.88
SIUOJS,LNSNGBNHLRXVTD,,1,49.24
NVOVBO,,,1,84.24
YUFDGY,,,2,229.22
WFXIHN,HVNPJSKZIJZTGA,,1,262.5
OJHKUB,,,3,456.34
DMLTDA,,,2,169.37
XCECDQ,,,1,467.56
DAHRQX,DASATLZPBVTVBW,,2,510.34
ZYHHRK,WVSRGFDXKEDUAT,,3,37.68
CVCMZA,,,1,436.42
YXQLVX,,,3,222.96
RYLBOT,,,1,307.08
ZPXEKR,RXRCGWWPVTICMY,,1,235.54
FDRVQS,,,3,174.4
PZRGXE,,,3,572.79
OMESOH,LKNRCEIWFUTMHA,,2,498.13
QXNBZN,YRUWHPVYBQJHCR,PAYEVGDQBIMW,3,205.98
UBYOLZ,ACQJJHNWAWBOBL,WQBXCDVHVJTB,2,59.25
BBKPYE,OTFPKCDTUIXBBS,,2,369.91
SOWZAS,LPCUWFVOMPMJHL,,1,549.72
YQWKTF,VYZPQXWGLBFHVC,KWTFYUHUIRLZ,1,201.35
NKGKNQ,,,3,204.33
XPHKUD,,,2,176.7
JVJFRD,,,2,45.49
SCMLZZ,ZQPTWAMMBXNTWN,UXJCKTQXWHSR,2,109.68
ROWAVP,,,2,30.55
QCAPEA,,,2,593.62
LSLCXS,WNDQYMDSPTJMMX,KTHEBWDBVFEN,1,223.28
THDEVQ,ZTCFPYMLMHVKHQ,,2,137.63
KPRJIC,WNDQYMDSPTJMMX,XGNILOLWPULS,1,56.6
SIOUJR,SUNKLOSPEWWOZN,QWMQRHGHVTXT,2,490.59
AAIONK,PCPHDGSLRZSWUZ,QYUGPMZCCEMA,2,144.83
OVNONY,SXSQZJYZTGUFLI,PBMCFTGXMXZT,3,619.7
UOEEMZ,,,2,180.2
PXGGYU,KJCUFCNRPPPWLF,,3,176.7
ZPQELB,MAKZDZVIVRBYVI,,2,100.1
BFXZGO,,,2,350.85
BYXDOE,NYLZQHEJNENPLS,JNERVVSCTNKV,2,330.92
ZFNRZO,,,2,649.81
YFQZHO,ADKFPFIQAILGXJ,,1,345.72
NKNOQT,,,2,189.86
IXJPZY,LDSPJYQLZITXFD,,1,95.97
RRSQVU,,,1,203.59
XMDIVA,XVGQCWPXQGGTSA,,1,279.92
LQBPRV,CIHOQKCSVMVGVG,,1,227.25
XIJKRH,,,1,143.02
PIFERX,,,3,408.65
AKQVCK,,,2,226.38
PRAVGF,ETJCIXNTVDVENS,,3,189.67
EZUQOE,,,2,191.78
RURPOJ,CIHOQKCSVMVGVG,,3,13.09
XCDCXJ,,,1,158.26
LWVLPS,,,1,170.93
LSLCXS,,,3,196.4
OCMGEE,HPXCGIUMPIZSDR,IWIDEBFWZQCD,1,65.94
DTKGFD,,,1,189.86
SEMCRF,,,3,181.29
OEKZRH,SGWEZEUJSPMXMB,AVVDLMJSTLLZ,2,624.38
MHMKLK,,,3,649.95
WKHBUL,,,1,627.24
REFNSU,,,3,190.6
SGEAMM,,,2,347.95
DMLTDA,KJFIGQKRAYXGMD,,3,208.89
ZRTTNR,AQQXZLBINIBPVN,,1,566.58
TCMUVB,,,2,495.72
SCRHUF,QMHXXSWGVILRYG,,1,490.06
OILYYM,,,2,370.35
QDEIJJ,,,1,77.93
XGQNOQ,,,1,409.41
IZAXMS,HPSCSBBAHVLGIP,PBIZIFUYESGO,3,354.45
TNIPRO,,,1,247.11
XTAPRL,,,3,273.1
JPERHG,,,1,17.92
QNWSCQ,EHSOTTFRYONUGY,,1,9.6
DHHNKQ,,,2,498.89
WRPMTR,HLITXZUSDZSVHQ,,1,346.35
CNHXQV,DBGQOCYFKFHGYL,XVTAXHEQBQMM,1,15.11
LMLPEJ,,,1,422.08
PHELAC,,,2,437.12
ZPKZZJ,,,3,29.92
NFQYBI,ZRDHLKGDLCAJKJ,,2,380.1
JVJFRD,,,2,66.56
VZOBFN,,,1,321.91
RJINDQ,,,1,562.6
NGEOTT,,,2,60.29
FUAFTB,,,3,436.84
KLPYHB,,,1,129.68
VSFBFK,QAPOVZVAEPWGHD,MRIYQSWLARZZ,1,374.07
BIRFFN,DTIRZHVIFOURDF,YWZJPVWVJUEK,3,314.24
LCUVTS,ORTDQPZSECNGNH,YPKSRYMXDSIY,2,370.59
GOHWAZ,,,2,19.55
QUBEQZ,UEWAGCIKXRVQZB,,3,330.89
UOUVHJ,,,1,485.92
FTJPYT,QIJPFFDWRUODAB,,3,257.17
UGXDMC,DTIRZHVIFOURDF,,3,206.06
RUUHES,,,2,163.77
FRGKLJ,,,2,464.95
IQIMWT,ZZQSMCVVMIJMGH,,3,300.73
QLAEFG,XHTKINXMKBHDCR,,2,374.96
GCYAAM,GALHQACPTWQCJT,,1,368.32
RQFOPA,,,2,177.94
MOSWRN,,,1,174.87
ZVCGHZ,MGWKMVNHKPDSEL,,2,272.39
VCAGUJ,,,3,58.74
POOKKA,,,2,141.71
DFTXPJ,,,3,208.88
TWGSSG,FQVEJHMGIDMFUL,VONOHSEHREBZ,3,350.58
UZDIAW,,,1,545.05
EJTMUC,,,1,407.68
XDXJFN,JMMULDSXXTEYYY,QEAIGIEUVCED,3,553.78
ZIFHZH,,,1,266.34
ZAUZXL,DDMHKAQTOMEZEL,,2,116.12
MELECA,DXSPQANUKYFLYH,VIYMTEXXTSZB,2,332.15
NWJVBK,,,1,249.67
LDBSQD,,,3,472.01
KLTCGF,,,1,440.86
GRWJOB,ZYDLMBLFHGZMOS,,1,91.77
QBIMDF,,,3,623.16
ZRJOLV,,,3,129.6
PRAVGF,,,1,184.77
BXRKCT,GDJUGVWKJFEOKI,KTHEBWDBVFEN,1,42.23
MANQGU,,,2,59.58
OHYPHF,,,1,598.56
ETVTXQ,VLQYOEBBARFHXU,,3,17.39
TKVLEN,,,2,60.37
FDOEGY,UQVCGXHCUFZXNM,,2,351.05
JMXPLC,,,3,263.02
JBOAAS,XMFHNQODVRRBEV,,2,451.85
KDHYLE,LXTNEPORRJHEUG,,1,591
VTDOMP,HDYYBIEUFZSHEY,,1,122.44
IMCXZE,QBGSLBOWLDKSFF,,3,209.43
EMSWXK,QBEVRDCMVSDXLV,FBDOFVJUWKZD,3,617.87
PDEFWY,CWIMLMOPZARVSX,,2,461.81
ZUKBLH,,,2,414.49
PDPSVL,,,2,530.11
LAQVFA,,,1,101.86
KWHARO,,,2,315.76
ELUOZP,ERCFQPBDQUIMGM,JNZANCKFMITU,2,38.04
AGULIW,,,1,499.81
ANZQXO,GWUQILVCDNPSOC,,2,266.56
QTAFKU,,,3,68.39
LQSTGA,UOWXATHHXSJHDE,,1,140.15
CQOKEH,,,1,225.1
NCGSWJ,HPMPEYLOHEYHHR,EWMIPWUQWQZD,1,356.95
JTQSGL,BROZYUDGFDBFIV,,1,173.87
SCYOKB,,,2,463.5
NFZLJF,,,1,671.25
OHEZSD,HZYCBZEABONAMU,XGNILOLWPULS,1,426.82
LGPISL,YOSSBYNUMVKIEY,CCUPXMZRWVHK,2,337.3
ZPIVEQ,ZXLTUDZARXDCWV,,3,129.25
ZAVDOC,ZXIPVKDLMEHBIY,MQTIIXAPGJUS,3,472.04
TCOLYR,LNSNGBNHLRXVTD,,1,468.06
VQKRDE,,,3,285.54
DYOTMB,VDGIMJDTEYXQQO,OPXSRGXNEIQY,3,106.35
AOFPXN,HBYYHBLDBGVRTF,VCBANTRGDRII,2,79.56
ZHRLKR,,,1,573.36
JHJJPG,RRTLITGWBNLAML,LTEYJVUWZRVF,2,195.13
KOCYSN,,,3,344.9
NCGSWJ,QRPNZPCMXDVXKQ,,1,326.89
VHLYTS,,,2,141.98
AFEJIX,,,3,176.8
BMLJMG,CIHOQKCSVMVGVG,,3,148.97
BQZNRZ,,,3,117.73
XKDDDW,,,3,464.09
CWFBOK,LVNHCTMXZWCGSF,RQEICUSMWPWR,2,76.19
BHXOPK,WRNAJPEGUCGFKB,SXPGTKGXIEND,3,135.56
ZWKMKZ,XTYFADRZIQVBET,VJGOXFQUSGMG,1,168.67
MDTEYE,,,1,88.91
GVOCXF,UPYWNBDNFEKMWU,JARRBXLOPFPD,3,313.71
ADRSQC,APXIKNGHXKSDIA,XCJEZMNDGTGC,3,434.9
PCGXKU,,,1,505.33
OAPWRH,GZXGVEXMRXWZWF,,1,90.39
QIQZAS,,,2,521.48
ZAUZXL,XNLKOJQUDHEGUQ,,1,116.12
EAZZZZ,,,1,233.52
RMUSSX,IWONRTJTUPYGPA,RRMBSDBGHUHV,1,34.82
EZACUG,WNDQYMDSPTJMMX,,1,267.58
RYDERO,,,2,51
XJWVAX,,,3,486.67
AWSWCP,FDQJWYXYIQRZJX,XVTAXHEQBQMM,1,291.55
DAXKRE,,,2,246.74
KEKMMH,,,3,34.16
PZAIIV,SHQDDOVIPQLJUK,,3,13.85
WEOTBJ,DZONTXCAWKDWHS,UQGRTVUZJYBQ,2,171.17
BBSHEP,,,3,474.2
AWSJNJ,,,1,483.55
QCAPEA,,,2,537.08
ZLOGTG,,,3,443.35
ENBGES,,,3,492.7
BOVLGI,MNHNYKWZFMAUGK,BXYTCIQPYFVZ,2,164.21
XFBSGN,,,1,339.58
GXIXEB,,,2,12.57
AXQSNM,,,1,411.31
VZOBFN,YUVFXVGLRPXIWM,BTMCNUDYXEMM,2,296.72
SLWLTZ,,,3,509.26
RHHNTR,,,3,108.04
RRDNCQ,,,2,50.94
INQYPM,KJJDZTDDIUGDAN,,3,173.22
JCMVSU,,,2,84.58
GCNJEY,,,2,182.54
RWFSOX,AGYWPXNICPCGSN,,2,26.95
XHHRQK,,,3,221.85
SXMIVQ,,,3,630.22
KCQKMQ,RNUYKLHPSSMDCW,,2,49.25
KRWADL,STOTOYLAKJQKFF,LTKPENPAJHJH,3,407.87
RDYUQD,QCWEOQJXJMQCZX,,2,72.14
KYQIDU,WBEBCFNMDHWNPO,,2,279.42
FLZKDR,ABAFCTNWWLSUXY,TWRGVLOXXNGE,3,129.75
ILVWWE,,,1,17.28
DZAETJ,XTHGZDRDGFFJOV,TZZQNRUDEDMT,3,371.86
MMOVJZ,LNMCDCKCBTDXBV,CEZOZNMNLXHS,3,78.77
ODAXQC,,,2,352.18
VTDOMP,HPMPEYLOHEYHHR,,1,150.58
FDKUSC,,,3,613.03
WPYUSH,,,2,593.84
FGFYQC,ZJURRWEKLFDEBE,,2,322.28
ZNUKLR,,,1,408.62
IWLHTN,,,1,315.83
TGZCGL,,,2,318.15
REOAMP,,,1,127.74
ZDFWZR,ZDWICJGZRNXAGE,JUPVQPSLPSVN,2,469.21
CHJKDP,,,2,269.06
KLKUIV,AMGHGMXIMHVAGD,MHSJADYDFBPY,2,515.54
HDBTOM,,,2,262.62
JMOZXF,,,2,41.35
LBMVJM,,,2,467.96
UTZGYN,,,1,425.49
MOJUXQ,FZURKKZQCNWNTK,,1,417.25
QBJFYS,,,1,114.47
KTZZYH,ZNAEUHUHOABTGG,YTZEECKMEYPW,2,382.47
QXTVOJ,,,1,463.08
